model_name,acc,precision,recall,f1
ftd_augmented_20k_dirichlet_blur_0.3,0.6021400778210116,0.4341775291064238,0.4381904913373239,0.4175720498629028
ftd_dirichlet_thresh0.6,0.607976653696498,0.4854252545429383,0.4856612786481661,0.4600418634186423
ftd_new_aug_20K_blur_0.3_dirichlet_thresh0.6,0.5787937743190662,0.5006837764270146,0.49527707688020006,0.47425137415066027
